Gene [Systematic Name];Gene [Standard Name];ORF Qualifier;Gene Description;Mutant Type;Phenotypes > Observable;Qualifier;Strain Background;Chemical;Drain Info;Carbon source;Medium;Special Condition (remove_genes);Special Condition (remove_metab);Special Condition (add_metab);Condition;Details;PubMed ID;Culture type
YHR183W;GND1;Verified;6-phosphoGlucoNateDehydrogenase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YHR183W;GND1;Verified;6-phosphoGlucoNateDehydrogenase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YHR183W;GND1;Verified;6-phosphoGlucoNateDehydrogenase;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YIL002C;INP51;Verified;INositol polyphosphate 5-Phosphatase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YIL009W;FAA3;Verified;Fatty Acid Activation;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YIL009W;FAA3;Verified;Fatty Acid Activation;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YIL009W;FAA3;Verified;Fatty Acid Activation;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YIL009W;FAA3;Verified;Fatty Acid Activation;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YIL020C;HIS6;Verified;HIStidine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YIL053W;GPP1;Verified;Glycerol-3-Phosphate Phosphatase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YIL066C;RNR3;Verified;RiboNucleotide Reductase;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YIL074C;SER33;Verified;SERine requiring;null;Chemical compound accumulation;decreased;S288C(BY4741);serine;;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;;20-30% decrease in intracellular levels of serine in early and mid-exponential phase cells;26774271;
YIL094C;LYS12;Verified;LYSine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, asparagine;;;16418483;
YIL125W;KGD1;Verified;alpha-KetoGlutarate Dehydrogenase;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YIL155C;GUT2;Verified;Glycerol UTilization;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YJL088W;ARG3;Verified;ARGinine requiring;null;Chemical compound accumulation;decreased;S288C (BY4742);arginine;;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YJL088W;ARG3;Verified;ARGinine requiring;null;Chemical compound accumulation;increased;S288C (BY4742);ornithine;;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YJL101C;GSH1;Verified;glutathione (GSH);null;Chemical compound accumulation;decreased;S288C;glutathione;;glucose;YPD;;;;YPD (72 h);(decrease in intracellular glutathione of less than 0.8-fold compared with wild-type);21601516;
YJL101C;GSH1;Verified;glutathione (GSH);null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJL121C;RPE1;Verified;Ribulose 5-Phosphate Epimerase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;YPD;similar results when grown on SC medium;12096123;
YJL153C;INO1;Verified;INOsitol requiring;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;YPD;similar results when grown on SC medium;12096123;
YJL153C;INO1;Verified;INOsitol requiring;null;Chemical compound accumulation;decreased;S288C (BY4741);potassium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YJL153C;INO1;Verified;INOsitol requiring;null;Chemical compound accumulation;decreased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YJL166W;QCR8;Verified;ubiQuinol-cytochrome C oxidoReductase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJL216C;IMA5;Verified;IsoMAltase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YJL216C;IMA5;Verified;IsoMAltase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YJL216C;IMA5;Verified;IsoMAltase;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YJR010W;MET3;Verified;METhionine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJR049C;UTR1;Verified;Unidentified TRanscript;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJR049C;UTR1;Verified;Unidentified TRanscript;null;Chemical compound accumulation;increased;S288C (BY4741);sulfur;no drain (not present in Y7, create drain in iMM904);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YJR073C;OPI3;Verified;OverProducer of Inositol;null;Chemical compound accumulation;increased;S288C(BY4741);triglyceride;no drain (cit);glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine, uracil;;levels of triacylglycerol, a storage neutral lipid, are increased;21829381;
YJR073C;OPI3;Verified;OverProducer of Inositol;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJR073C;OPI3;Verified;OverProducer of Inositol;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YJR103W;URA8;Verified;URAcil requiring;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;YPD;similar results when grown on SC medium;12096123;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 3.0;;23021432;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 7.5;;23021432;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;decreased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YJR105W;ADO1;Verified;ADenOsine kinase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YJR109C;CPA2;Verified;Carbamyl Phosphate synthetase A;null;Chemical compound accumulation;increased;S288C (BY4742);ornithine;;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YJR121W;ATP2;Verified;ATP synthase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YJR137C;MET5;Verified;METhionine requiring;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YKL016C;ATP7;Verified;ATP synthase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YKL016C;ATP7;Verified;ATP synthase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YKL016C;ATP7;Verified;ATP synthase;null;Chemical compound accumulation;increased;S288C;H+;;ethanol, glycerol;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;nonfermentable carbon source (ethanol/glycerol);;23021432;
YKL055C;OAR1;Verified;3-Oxoacyl-[Acyl-carrier-protein] Reductase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YKL080W;VMA5;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YKL080W;VMA5;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YKL080W;VMA5;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C (BY4742);arginine;;glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine;;;20610602;
YKL080W;VMA5;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YKL194C;MST1;Verified;Mitochondrial aminoacyl-tRNA Synthetase, Threonine;null;Chemical compound accumulation;decreased;S288C (BY4741);potassium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YKL212W;SAC1;Verified;Suppressor of ACtin;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR017W;MEU1;Verified;Multicopy Enhancer of UAS2;null;Chemical compound accumulation;increased;S288C;5'-S-methyl-5'-thioadenosine;no drain;glucose;YNBD;;;leucine, serine, aspartate, tyrosine, tryptophan, adenine, histidine, uracil, lysine, alanine, phenylalanine, tyrosine, isoleucine, valine;;;18625006;
YLR027C;AAT2;Verified;Aspartate AminoTransferase;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YLR038C;COX12;Verified;Cytochrome c OXidase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR056W;ERG3;Verified;ERGosterol biosynthesis;null;Chemical compound accumulation;absent;S288C(BY4741);ergosterol;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil, oleate;;;18156287;
YLR058C;SHM2;Verified;Serine HydroxyMethyltransferase;null;Chemical compound accumulation;decreased;S288C;glycine;;glucose;YPD;;;;;glycine content reduced by 50%;26821380;
YLR058C;SHM2;Verified;Serine HydroxyMethyltransferase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR201C;COQ9;Verified;COenzyme Q;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR201C;COQ9;Verified;COenzyme Q;null;Chemical compound accumulation;increased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR209C;PNP1;Verified;purine nucleoside phosphorylase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR240W;VPS34;Verified;Vacuolar Protein Sorting;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR258W;GSY2;Verified;Glycogen SYnthase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR260W;LCB5;Verified;Long-Chain Base;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR260W;LCB5;Verified;Long-Chain Base;null;Chemical compound accumulation;increased;S288C;H+;;glucose;YNBD;;riboflavin, ammonium, folic acid, uracil;adenine, glutamate, alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine;external pH 5.0;;23021432;
YLR295C;ATP14;Verified;ATP synthase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR304C;ACO1;Verified;ACOnitase;null;Chemical compound accumulation;increased;S288C(BY4741);iron;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;"mitochondrial accumulation of iron is greatly elevated during exponential growth; total cellular iron accumulation is increased after 24 hr growth";20858222;
YLR304C;ACO1;Verified;ACOnitase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR342W;FKS1;Verified;FK506 Sensitivity;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR372W;ELO3;Verified;fatty acid ELOngation;null;Chemical compound accumulation;decreased;S288C(BY4741);mannosylinositol phosphorylceramide;no drain;glucose;YNBD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;20182505;
YLR372W;ELO3;Verified;fatty acid ELOngation;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR410W;VIP1;Verified;;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YLR447C;VMA6;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YLR447C;VMA6;Verified;Vacuolar Membrane Atpase;null;Chemical compound accumulation;increased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YML100W;TSL1;Verified;Trehalose Synthase Long chain;null;Chemical compound accumulation;decreased;S288C (BY4742);trehalose;;glucose;YNBD;YOR202W, YCL018W, YEL021W, YBR115C;ammonium, uracil;alanine, arginine, asparagine, aspartate, cysteine, glutamine, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, tyrosine, valine, uracil;;;19799639;Yeast cultures were grown under aerobic conditions in defined medium at 30 °C/130 r.p.m. in an orbital-shaker incubator, unless otherwise stated. The culture vessels were Erlenmeyer or sidearm flasks with cotton wool plug stoppers.
YML110C;COQ5;Verified;COenzyme Q;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YML123C;PHO84;Verified;PHOsphate metabolism;null;Chemical compound accumulation;increased;S288C(BY4743);ribosylnicotinamide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine;;;21349851;
YMR009W;ADI1;Verified;Acireductone DIoxygenase;null;Chemical compound accumulation;increased;S288C;5'-S-methyl-5'-thioadenosine;no drain;glucose;YNBD;;;leucine, serine, aspartate, tyrosine, tryptophan, adenine, histidine, uracil, lysine, alanine, phenylalanine, tyrosine, isoleucine, valine;;;18625006;
YMR041C;ARA2;Verified;ARAbinose;null;Chemical compound accumulation;decreased;S288C;dehydro-D-arabinono-1,4-lactone;no drain;glucose;YPD;;;;;;17097644;
YMR145C;NDE1;Verified;NADH Dehydrogenase, External;null;Chemical compound accumulation;decreased;S288C (BY4741);potassium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YMR207C;HFA1;Verified;;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YMR241W;YHM2;Verified;Yeast suppressor of HM mutant;null;Chemical compound accumulation;abnormal;S288C;citrate;;glucose;YPD;;;;;mitochondrial citrate content is increased by 77%;20371607;
YMR256C;COX7;Verified;Cytochrome c OXidase;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YMR267W;PPA2;Verified;PyroPhosphatAse;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YMR293C;HER2;Verified;Hmg2p ER Remodeling;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YMR293C;HER2;Verified;Hmg2p ER Remodeling;null;Chemical compound accumulation;decreased;S288C (BY4741);potassium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YMR293C;HER2;Verified;Hmg2p ER Remodeling;null;Chemical compound accumulation;decreased;S288C (BY4741);sodium;;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;23151179;
YMR303C;ADH2;Verified;Alcohol DeHydrogenase;null;Chemical compound accumulation;increased;S288C(BY4741);hydrogen peroxide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W;;histidine, leucine, methionine, uracil;;;24153335;
YNL003C;PET8;Verified;PETite colonies;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YNL071W;LAT1;Verified;;null;Chemical compound accumulation;decreased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, glycerol;;;12096123;
YNL141W;AAH1;Verified;Adenine AminoHydrolase;null;Chemical compound accumulation;decreased;S288C (BY4742);hydrogen sulfide;no drain (cit);glucose;YPD;YOR202W, YCL018W, YEL021W, YBR115C;;histidine, leucine, uracil, lysine, cysteine;cysteine supplementation (500 mg/L);;25517415;
YNL142W;MEP2;Verified;;null;Chemical compound accumulation;increased;S288C(BY4743);glycogen;no drain;glucose;YPD;YOR202W, YCL018W, YLR303W, YEL021W, YBR115C;;histidine, leucine, methionine, uracil, lysine, asparagine;;;16418483;
YNL169C;PSD1;Verified;PhosphatidylSerine Decarboxylase;null;Chemical compound accumulation;decreased;S288C;phosphatidylcholine;no drain;glucose;YPD;;;;;;17976194;
YNL169C;PSD1;Verified;PhosphatidylSerine Decarboxylase;null;Chemical compound accumulation;increased;S288C;phosphatidylinositol;drain in iMM904;glucose;YPD;;;;;;17976194;
YNL169C;PSD1;Verified;PhosphatidylSerine Decarboxylase;null;Chemical compound accumulation;decreased;S288C;phosphatidyl-L-serine;no drain;glucose;YPD;;;;;;17976194;
